Day of Start Time,Location Name,Shift Name,Avg. Quality
17-Jan-20,Packing Line 08,1st,0.999780579
18-Jan-20,Packing Line 08,1st,0.99916317
20-Jan-20,Packing Line 08,1st,0.996911621
21-Jan-20,Packing Line 08,1st,0.998371506
22-Jan-20,Packing Line 08,1st,0.998273468
23-Jan-20,Packing Line 08,1st,0.999076004
24-Jan-20,Packing Line 08,1st,1
27-Jan-20,Packing Line 08,1st,0.999606018
28-Jan-20,Packing Line 08,1st,0.999912796
29-Jan-20,Packing Line 08,1st,0.999224091
30-Jan-20,Packing Line 08,1st,0.998889008
31-Jan-20,Packing Line 08,1st,0.998792267
2-Feb-20,Packing Line 08,1st,0.99890976
4-Feb-20,Packing Line 08,1st,0.998636932
5-Feb-20,Packing Line 08,1st,0.997625275
6-Feb-20,Packing Line 08,1st,0.99928833
7-Feb-20,Packing Line 08,1st,1
10-Feb-20,Packing Line 08,1st,0.999911804
11-Feb-20,Packing Line 08,1st,0.999273529
12-Feb-20,Packing Line 08,1st,0.997854919
13-Feb-20,Packing Line 08,1st,0.99768158
14-Feb-20,Packing Line 08,1st,0.997085648
17-Feb-20,Packing Line 08,1st,0.999620895
18-Feb-20,Packing Line 08,1st,1
19-Feb-20,Packing Line 08,1st,0.999792862
20-Feb-20,Packing Line 08,1st,0.997928009
21-Feb-20,Packing Line 08,1st,0.998532867
24-Feb-20,Packing Line 08,1st,1
25-Feb-20,Packing Line 08,1st,0.998876495
26-Feb-20,Packing Line 08,1st,0.996950302
27-Feb-20,Packing Line 08,1st,0.999795532
28-Feb-20,Packing Line 08,1st,0.999514618
29-Feb-20,Packing Line 08,1st,0.997949677
2-Mar-20,Packing Line 08,1st,0.999181671
3-Mar-20,Packing Line 08,1st,0.996583023
4-Mar-20,Packing Line 08,1st,0.997157059
5-Mar-20,Packing Line 08,1st,0.991754684
6-Mar-20,Packing Line 08,1st,0.998260803
7-Mar-20,Packing Line 08,1st,0.99637291
8-Mar-20,Packing Line 08,1st,1
9-Mar-20,Packing Line 08,1st,0.993964462
10-Mar-20,Packing Line 08,1st,0.999138947
11-Mar-20,Packing Line 08,1st,0.99870697
12-Mar-20,Packing Line 08,1st,0.999528885
13-Mar-20,Packing Line 08,1st,0.999751129
14-Mar-20,Packing Line 08,1st,0.99544548
15-Mar-20,Packing Line 08,1st,0.998000717
16-Mar-20,Packing Line 08,1st,0.997360306
17-Mar-20,Packing Line 08,1st,1
18-Mar-20,Packing Line 08,1st,0.997529716
19-Mar-20,Packing Line 08,1st,0.999083786
20-Mar-20,Packing Line 08,1st,0.99703907
21-Mar-20,Packing Line 08,1st,0.999473114
22-Mar-20,Packing Line 08,1st,0.997527313
23-Mar-20,Packing Line 08,1st,0.999064713
24-Mar-20,Packing Line 08,1st,0.999074364
25-Mar-20,Packing Line 08,1st,0.999149437
26-Mar-20,Packing Line 08,1st,0.995985107
27-Mar-20,Packing Line 08,1st,0.992892481
28-Mar-20,Packing Line 08,1st,0.993533134
29-Mar-20,Packing Line 08,1st,0.992907257
30-Mar-20,Packing Line 08,1st,0.995769882
31-Mar-20,Packing Line 08,1st,1
1-Apr-20,Packing Line 08,1st,1
2-Apr-20,Packing Line 08,1st,1
3-Apr-20,Packing Line 08,1st,1
6-Apr-20,Packing Line 08,1st,1
7-Apr-20,Packing Line 08,1st,1
8-Apr-20,Packing Line 08,1st,1
9-Apr-20,Packing Line 08,1st,1
10-Apr-20,Packing Line 08,1st,1
2-Jan-20,Packing Line 09,3rd,0.994699059
3-Jan-20,Packing Line 09,3rd,0.999904709
4-Jan-20,Packing Line 09,3rd,0.998310013
6-Jan-20,Packing Line 09,3rd,0.999603195
7-Jan-20,Packing Line 09,3rd,0.99922821
8-Jan-20,Packing Line 09,3rd,0.999299698
9-Jan-20,Packing Line 09,3rd,0.999854279
10-Jan-20,Packing Line 09,3rd,0.999520874
11-Jan-20,Packing Line 09,3rd,0.999894714
13-Jan-20,Packing Line 09,3rd,0.997533951
14-Jan-20,Packing Line 09,3rd,0.998422546
15-Jan-20,Packing Line 09,3rd,0.999816895
16-Jan-20,Packing Line 09,3rd,0.999364548
17-Jan-20,Packing Line 09,3rd,0.999445801
18-Jan-20,Packing Line 09,3rd,0.99937088
20-Jan-20,Packing Line 09,3rd,0.999358253
21-Jan-20,Packing Line 09,3rd,0.997157593
22-Jan-20,Packing Line 09,3rd,0.999685364
23-Jan-20,Packing Line 09,3rd,0.99981987
24-Jan-20,Packing Line 09,3rd,0.999841003
27-Jan-20,Packing Line 09,3rd,0.999844818
28-Jan-20,Packing Line 09,3rd,1
29-Jan-20,Packing Line 09,3rd,0.999858093
30-Jan-20,Packing Line 09,3rd,0.999898453
31-Jan-20,Packing Line 09,3rd,0.999511108
1-Feb-20,Packing Line 09,3rd,0.999756317
3-Feb-20,Packing Line 09,3rd,0.999711227
4-Feb-20,Packing Line 09,3rd,0.999788284
5-Feb-20,Packing Line 09,3rd,0.99974514
6-Feb-20,Packing Line 09,3rd,0.999602242
7-Feb-20,Packing Line 09,3rd,0.999403
10-Feb-20,Packing Line 09,3rd,0.999830093
11-Feb-20,Packing Line 09,3rd,0.999262848
12-Feb-20,Packing Line 09,3rd,0.999439735
13-Feb-20,Packing Line 09,3rd,0.999532394
14-Feb-20,Packing Line 09,3rd,0.999862874
16-Feb-20,Packing Line 09,3rd,0.999915237
17-Feb-20,Packing Line 09,3rd,0.999936905
18-Feb-20,Packing Line 09,3rd,0.997984085
19-Feb-20,Packing Line 09,3rd,0.999572296
20-Feb-20,Packing Line 09,3rd,0.999593353
21-Feb-20,Packing Line 09,3rd,0.499847412
23-Feb-20,Packing Line 09,3rd,0.998527184
24-Feb-20,Packing Line 09,3rd,0.997528
25-Feb-20,Packing Line 09,3rd,0.999870605
26-Feb-20,Packing Line 09,3rd,0.99953949
27-Feb-20,Packing Line 09,3rd,0.998889847
28-Feb-20,Packing Line 09,3rd,0.999495163
29-Feb-20,Packing Line 09,3rd,0.999548264
2-Mar-20,Packing Line 09,3rd,0.997771301
3-Mar-20,Packing Line 09,3rd,0.999362373
4-Mar-20,Packing Line 09,3rd,0.99891449
5-Mar-20,Packing Line 09,3rd,0.998957253
6-Mar-20,Packing Line 09,3rd,0.998763275
7-Mar-20,Packing Line 09,3rd,0.998881912
8-Mar-20,Packing Line 09,3rd,0.997723007
9-Mar-20,Packing Line 09,3rd,0.999819641
10-Mar-20,Packing Line 09,3rd,0.999432678
11-Mar-20,Packing Line 09,3rd,0.999938278
12-Mar-20,Packing Line 09,3rd,0.998614044
13-Mar-20,Packing Line 09,3rd,0.999499626
14-Mar-20,Packing Line 09,3rd,0.999269485
15-Mar-20,Packing Line 09,3rd,0.998249588
16-Mar-20,Packing Line 09,3rd,0.999734268
17-Mar-20,Packing Line 09,3rd,0.99734581
18-Mar-20,Packing Line 09,3rd,0.499262428
19-Mar-20,Packing Line 09,3rd,0.999277496
20-Mar-20,Packing Line 09,3rd,0.997521286
21-Mar-20,Packing Line 09,3rd,0.999931717
22-Mar-20,Packing Line 09,3rd,0.998075638
23-Mar-20,Packing Line 09,3rd,0.998885422
24-Mar-20,Packing Line 09,3rd,0.999502945
25-Mar-20,Packing Line 09,3rd,0.998394547
26-Mar-20,Packing Line 09,3rd,0.999414597
27-Mar-20,Packing Line 09,3rd,0.998828506
28-Mar-20,Packing Line 09,3rd,1
29-Mar-20,Packing Line 09,3rd,0.999700165
30-Mar-20,Packing Line 09,3rd,1
1-Apr-20,Packing Line 09,3rd,1
2-Apr-20,Packing Line 09,3rd,1
3-Apr-20,Packing Line 09,3rd,1
6-Apr-20,Packing Line 09,3rd,1
7-Apr-20,Packing Line 09,3rd,1
8-Apr-20,Packing Line 09,3rd,1
9-Apr-20,Packing Line 09,3rd,1
2-Jan-20,Packing Line 09,2nd,0.999114838
3-Jan-20,Packing Line 09,2nd,0.999428329
4-Jan-20,Packing Line 09,2nd,0.997599182
6-Jan-20,Packing Line 09,2nd,0.999865265
7-Jan-20,Packing Line 09,2nd,0.99870163
8-Jan-20,Packing Line 09,2nd,0.999508286
9-Jan-20,Packing Line 09,2nd,0.998463516
10-Jan-20,Packing Line 09,2nd,0.999425659
11-Jan-20,Packing Line 09,2nd,0.996672058
13-Jan-20,Packing Line 09,2nd,0.999656982
14-Jan-20,Packing Line 09,2nd,0.99923027
15-Jan-20,Packing Line 09,2nd,0.999157028
16-Jan-20,Packing Line 09,2nd,0.998374176
17-Jan-20,Packing Line 09,2nd,0.999549103
18-Jan-20,Packing Line 09,2nd,0.997918015
20-Jan-20,Packing Line 09,2nd,0.994785156
21-Jan-20,Packing Line 09,2nd,0.999271317
22-Jan-20,Packing Line 09,2nd,0.999156265
23-Jan-20,Packing Line 09,2nd,0.999594421
24-Jan-20,Packing Line 09,2nd,0.991042786
27-Jan-20,Packing Line 09,2nd,0.999478378
28-Jan-20,Packing Line 09,2nd,0.999853783
29-Jan-20,Packing Line 09,2nd,1
30-Jan-20,Packing Line 09,2nd,1
31-Jan-20,Packing Line 09,2nd,0.999949074
3-Feb-20,Packing Line 09,2nd,1
4-Feb-20,Packing Line 09,2nd,0.999796066
5-Feb-20,Packing Line 09,2nd,0.999773178
6-Feb-20,Packing Line 09,2nd,0.999317017
7-Feb-20,Packing Line 09,2nd,0.999858627
10-Feb-20,Packing Line 09,2nd,0.999337807
11-Feb-20,Packing Line 09,2nd,0.994354286
12-Feb-20,Packing Line 09,2nd,0.999822998
13-Feb-20,Packing Line 09,2nd,0.999848709
14-Feb-20,Packing Line 09,2nd,0.999886513
17-Feb-20,Packing Line 09,2nd,0.999826355
18-Feb-20,Packing Line 09,2nd,0.998607254
19-Feb-20,Packing Line 09,2nd,0.999540482
20-Feb-20,Packing Line 09,2nd,0.999798737
21-Feb-20,Packing Line 09,2nd,1
24-Feb-20,Packing Line 09,2nd,0.997967148
25-Feb-20,Packing Line 09,2nd,0.997809906
26-Feb-20,Packing Line 09,2nd,0.999931679
27-Feb-20,Packing Line 09,2nd,0.999009552
28-Feb-20,Packing Line 09,2nd,0.999459152
29-Feb-20,Packing Line 09,2nd,0.998495789
2-Mar-20,Packing Line 09,2nd,0.998354607
3-Mar-20,Packing Line 09,2nd,0.998730392
4-Mar-20,Packing Line 09,2nd,0.999470367
5-Mar-20,Packing Line 09,2nd,0.997020187
6-Mar-20,Packing Line 09,2nd,0.998867149
7-Mar-20,Packing Line 09,2nd,0.665586395
8-Mar-20,Packing Line 09,2nd,0.998590775
9-Mar-20,Packing Line 09,2nd,0.999575729
10-Mar-20,Packing Line 09,2nd,0.999268723
11-Mar-20,Packing Line 09,2nd,0.998957901
12-Mar-20,Packing Line 09,2nd,0.998134003
13-Mar-20,Packing Line 09,2nd,0.999113007
14-Mar-20,Packing Line 09,2nd,0.998847351
15-Mar-20,Packing Line 09,2nd,0.99963829
16-Mar-20,Packing Line 09,2nd,0.997329025
17-Mar-20,Packing Line 09,2nd,0.998954468
18-Mar-20,Packing Line 09,2nd,0.997207489
19-Mar-20,Packing Line 09,2nd,0.997058182
20-Mar-20,Packing Line 09,2nd,0.999287872
21-Mar-20,Packing Line 09,2nd,0.997895508
22-Mar-20,Packing Line 09,2nd,0.99943325
23-Mar-20,Packing Line 09,2nd,0.99703392
24-Mar-20,Packing Line 09,2nd,0.998070145
25-Mar-20,Packing Line 09,2nd,0.992902908
26-Mar-20,Packing Line 09,2nd,0.998218613
27-Mar-20,Packing Line 09,2nd,0.999703369
28-Mar-20,Packing Line 09,2nd,0.997427673
29-Mar-20,Packing Line 09,2nd,0.99861351
30-Mar-20,Packing Line 09,2nd,1
31-Mar-20,Packing Line 09,2nd,1
1-Apr-20,Packing Line 09,2nd,1
2-Apr-20,Packing Line 09,2nd,1
3-Apr-20,Packing Line 09,2nd,1
6-Apr-20,Packing Line 09,2nd,1
7-Apr-20,Packing Line 09,2nd,1
8-Apr-20,Packing Line 09,2nd,1
9-Apr-20,Packing Line 09,2nd,1
10-Apr-20,Packing Line 09,2nd,1
2-Jan-20,Packing Line 09,1st,0.998944244
3-Jan-20,Packing Line 09,1st,0.997798538
4-Jan-20,Packing Line 09,1st,0.996092377
6-Jan-20,Packing Line 09,1st,0.999830627
7-Jan-20,Packing Line 09,1st,0.999658737
8-Jan-20,Packing Line 09,1st,0.994934158
9-Jan-20,Packing Line 09,1st,0.999512329
10-Jan-20,Packing Line 09,1st,0.996453857
11-Jan-20,Packing Line 09,1st,0.998980408
13-Jan-20,Packing Line 09,1st,0.998793106
14-Jan-20,Packing Line 09,1st,0.9997892
15-Jan-20,Packing Line 09,1st,0.999067154
16-Jan-20,Packing Line 09,1st,0.998405609
17-Jan-20,Packing Line 09,1st,0.999191132
18-Jan-20,Packing Line 09,1st,0.999931335
21-Jan-20,Packing Line 09,1st,0.999200821
22-Jan-20,Packing Line 09,1st,0.99561676
23-Jan-20,Packing Line 09,1st,0.999545441
24-Jan-20,Packing Line 09,1st,0.999295273
27-Jan-20,Packing Line 09,1st,0.999666519
28-Jan-20,Packing Line 09,1st,0.999930573
29-Jan-20,Packing Line 09,1st,0.999939156
30-Jan-20,Packing Line 09,1st,0.999932137
31-Jan-20,Packing Line 09,1st,0.999894485
2-Feb-20,Packing Line 09,1st,0
3-Feb-20,Packing Line 09,1st,0.999939957
4-Feb-20,Packing Line 09,1st,0.999954071
5-Feb-20,Packing Line 09,1st,0.99837471
6-Feb-20,Packing Line 09,1st,0.999941025
7-Feb-20,Packing Line 09,1st,0.999123535
10-Feb-20,Packing Line 09,1st,0.999560242
11-Feb-20,Packing Line 09,1st,0.999741135
12-Feb-20,Packing Line 09,1st,0.99974411
13-Feb-20,Packing Line 09,1st,0.999711151
14-Feb-20,Packing Line 09,1st,0.999664917
17-Feb-20,Packing Line 09,1st,0.999898148
18-Feb-20,Packing Line 09,1st,0.999938049
19-Feb-20,Packing Line 09,1st,0.998647003
20-Feb-20,Packing Line 09,1st,0.999709473
21-Feb-20,Packing Line 09,1st,0.998422852
22-Feb-20,Packing Line 09,1st,1
24-Feb-20,Packing Line 09,1st,0.999178162
25-Feb-20,Packing Line 09,1st,0.998659821
26-Feb-20,Packing Line 09,1st,0.999519958
27-Feb-20,Packing Line 09,1st,0.999713135
28-Feb-20,Packing Line 09,1st,0.999737396
29-Feb-20,Packing Line 09,1st,0.999648895
2-Mar-20,Packing Line 09,1st,0.997866669
3-Mar-20,Packing Line 09,1st,0.997829742
4-Mar-20,Packing Line 09,1st,0.999176483
5-Mar-20,Packing Line 09,1st,0.997798233
6-Mar-20,Packing Line 09,1st,0.999574966
7-Mar-20,Packing Line 09,1st,0.997962799
8-Mar-20,Packing Line 09,1st,0.998621979
9-Mar-20,Packing Line 09,1st,0.999489288
10-Mar-20,Packing Line 09,1st,0.99911026
11-Mar-20,Packing Line 09,1st,0.998407211
12-Mar-20,Packing Line 09,1st,0.999123917
13-Mar-20,Packing Line 09,1st,0.998960495
14-Mar-20,Packing Line 09,1st,0.998999176
15-Mar-20,Packing Line 09,1st,0.998563232
16-Mar-20,Packing Line 09,1st,0.994570351
17-Mar-20,Packing Line 09,1st,0.996676292
18-Mar-20,Packing Line 09,1st,0.997444649
19-Mar-20,Packing Line 09,1st,0.998952751
20-Mar-20,Packing Line 09,1st,0.999154549
21-Mar-20,Packing Line 09,1st,0.997014465
22-Mar-20,Packing Line 09,1st,0.999728851
23-Mar-20,Packing Line 09,1st,0.998149033
24-Mar-20,Packing Line 09,1st,0.997279892
25-Mar-20,Packing Line 09,1st,0.998437538
26-Mar-20,Packing Line 09,1st,0.99638485
27-Mar-20,Packing Line 09,1st,0.999100011
28-Mar-20,Packing Line 09,1st,0.998198776
29-Mar-20,Packing Line 09,1st,0.999451447
30-Mar-20,Packing Line 09,1st,1
31-Mar-20,Packing Line 09,1st,1
1-Apr-20,Packing Line 09,1st,1
2-Apr-20,Packing Line 09,1st,1
3-Apr-20,Packing Line 09,1st,1
6-Apr-20,Packing Line 09,1st,1
7-Apr-20,Packing Line 09,1st,1
8-Apr-20,Packing Line 09,1st,1
9-Apr-20,Packing Line 09,1st,1
10-Apr-20,Packing Line 09,1st,1
2-Jan-20,Packing Line 10,3rd,0.959351349
3-Jan-20,Packing Line 10,3rd,0.986143417
6-Jan-20,Packing Line 10,3rd,0.965433578
7-Jan-20,Packing Line 10,3rd,0.980019836
8-Jan-20,Packing Line 10,3rd,0.99778244
10-Jan-20,Packing Line 10,3rd,0.992850876
11-Jan-20,Packing Line 10,3rd,0.994623718
13-Jan-20,Packing Line 10,3rd,0.96312706
15-Jan-20,Packing Line 10,3rd,0.952909622
16-Jan-20,Packing Line 10,3rd,0.927901306
17-Jan-20,Packing Line 10,3rd,0.937689667
18-Jan-20,Packing Line 10,3rd,0.957645035
20-Jan-20,Packing Line 10,3rd,0.985304413
21-Jan-20,Packing Line 10,3rd,0.936628952
22-Jan-20,Packing Line 10,3rd,0.975448634
23-Jan-20,Packing Line 10,3rd,0.983937454
24-Jan-20,Packing Line 10,3rd,0.938608017
27-Jan-20,Packing Line 10,3rd,0.972085571
28-Jan-20,Packing Line 10,3rd,0.978449974
29-Jan-20,Packing Line 10,3rd,0.952277908
30-Jan-20,Packing Line 10,3rd,0.974458618
31-Jan-20,Packing Line 10,3rd,0.951381531
3-Feb-20,Packing Line 10,3rd,0.933357925
4-Feb-20,Packing Line 10,3rd,0.965195923
6-Feb-20,Packing Line 10,3rd,0.957636185
7-Feb-20,Packing Line 10,3rd,0.968063736
10-Feb-20,Packing Line 10,3rd,0.948393402
11-Feb-20,Packing Line 10,3rd,0.974311981
13-Feb-20,Packing Line 10,3rd,0.965734558
14-Feb-20,Packing Line 10,3rd,0.961596298
17-Feb-20,Packing Line 10,3rd,0.978224487
18-Feb-20,Packing Line 10,3rd,0.968942769
19-Feb-20,Packing Line 10,3rd,0.985842285
20-Feb-20,Packing Line 10,3rd,0.982214661
24-Feb-20,Packing Line 10,3rd,0.993945236
25-Feb-20,Packing Line 10,3rd,0.989301529
26-Feb-20,Packing Line 10,3rd,0.988500748
28-Feb-20,Packing Line 10,3rd,0.986632614
29-Feb-20,Packing Line 10,3rd,0.988179703
2-Mar-20,Packing Line 10,3rd,0.989130402
3-Mar-20,Packing Line 10,3rd,0.981278687
4-Mar-20,Packing Line 10,3rd,0.976874084
5-Mar-20,Packing Line 10,3rd,0.996678085
6-Mar-20,Packing Line 10,3rd,0.993788834
7-Mar-20,Packing Line 10,3rd,0.976650085
8-Mar-20,Packing Line 10,3rd,0.945111313
9-Mar-20,Packing Line 10,3rd,0.989176712
10-Mar-20,Packing Line 10,3rd,0.992647858
11-Mar-20,Packing Line 10,3rd,0.987456589
12-Mar-20,Packing Line 10,3rd,0.960733795
13-Mar-20,Packing Line 10,3rd,0.988374786
14-Mar-20,Packing Line 10,3rd,0.992043228
16-Mar-20,Packing Line 10,3rd,0.995139847
17-Mar-20,Packing Line 10,3rd,0.992354965
18-Mar-20,Packing Line 10,3rd,0.961489105
19-Mar-20,Packing Line 10,3rd,0.997836914
20-Mar-20,Packing Line 10,3rd,0.995026093
21-Mar-20,Packing Line 10,3rd,0.996627426
22-Mar-20,Packing Line 10,3rd,0.999710388
23-Mar-20,Packing Line 10,3rd,0.999442596
24-Mar-20,Packing Line 10,3rd,0.997751541
25-Mar-20,Packing Line 10,3rd,0.999223747
26-Mar-20,Packing Line 10,3rd,0.998116989
27-Mar-20,Packing Line 10,3rd,0.998241234
28-Mar-20,Packing Line 10,3rd,0.999412918
30-Mar-20,Packing Line 10,3rd,1
31-Mar-20,Packing Line 10,3rd,1
1-Apr-20,Packing Line 10,3rd,1
2-Apr-20,Packing Line 10,3rd,1
3-Apr-20,Packing Line 10,3rd,1
6-Apr-20,Packing Line 10,3rd,1
8-Apr-20,Packing Line 10,3rd,0
2-Jan-20,Packing Line 10,2nd,0.9638694
3-Jan-20,Packing Line 10,2nd,0.980729294
4-Jan-20,Packing Line 10,2nd,0.963080139
6-Jan-20,Packing Line 10,2nd,0.968507767
7-Jan-20,Packing Line 10,2nd,0.969228668
8-Jan-20,Packing Line 10,2nd,0.995288442
10-Jan-20,Packing Line 10,2nd,0.973446579
13-Jan-20,Packing Line 10,2nd,0.973980331
14-Jan-20,Packing Line 10,2nd,0.983032379
15-Jan-20,Packing Line 10,2nd,0.972663727
16-Jan-20,Packing Line 10,2nd,0.936088181
17-Jan-20,Packing Line 10,2nd,0.956809311
18-Jan-20,Packing Line 10,2nd,0.912222214
20-Jan-20,Packing Line 10,2nd,0.985300064
21-Jan-20,Packing Line 10,2nd,0.972361298
23-Jan-20,Packing Line 10,2nd,0.943608971
24-Jan-20,Packing Line 10,2nd,0.954370041
27-Jan-20,Packing Line 10,2nd,0.97799057
28-Jan-20,Packing Line 10,2nd,0.981728821
29-Jan-20,Packing Line 10,2nd,0.987570724
31-Jan-20,Packing Line 10,2nd,0.971979027
3-Feb-20,Packing Line 10,2nd,0.932350159
4-Feb-20,Packing Line 10,2nd,0.971348495
6-Feb-20,Packing Line 10,2nd,0.980154419
7-Feb-20,Packing Line 10,2nd,0.940794296
10-Feb-20,Packing Line 10,2nd,0.968703842
11-Feb-20,Packing Line 10,2nd,0.966762619
12-Feb-20,Packing Line 10,2nd,0.963382111
13-Feb-20,Packing Line 10,2nd,0.961966858
14-Feb-20,Packing Line 10,2nd,0.966953735
17-Feb-20,Packing Line 10,2nd,0.972196274
18-Feb-20,Packing Line 10,2nd,0.985972366
19-Feb-20,Packing Line 10,2nd,0.969376755
20-Feb-20,Packing Line 10,2nd,0.965174103
21-Feb-20,Packing Line 10,2nd,0.980717163
24-Feb-20,Packing Line 10,2nd,0.990073166
25-Feb-20,Packing Line 10,2nd,0.960576019
26-Feb-20,Packing Line 10,2nd,0.992909775
27-Feb-20,Packing Line 10,2nd,0.993345032
28-Feb-20,Packing Line 10,2nd,0.976024246
29-Feb-20,Packing Line 10,2nd,0.989089813
2-Mar-20,Packing Line 10,2nd,0.988019104
3-Mar-20,Packing Line 10,2nd,0.979699783
4-Mar-20,Packing Line 10,2nd,0.984877701
5-Mar-20,Packing Line 10,2nd,0.989375267
6-Mar-20,Packing Line 10,2nd,0.99530983
7-Mar-20,Packing Line 10,2nd,0.981861191
8-Mar-20,Packing Line 10,2nd,0.967921829
9-Mar-20,Packing Line 10,2nd,0.987221222
10-Mar-20,Packing Line 10,2nd,0.995024338
11-Mar-20,Packing Line 10,2nd,0.964014702
12-Mar-20,Packing Line 10,2nd,0.95187912
13-Mar-20,Packing Line 10,2nd,0.986813736
14-Mar-20,Packing Line 10,2nd,0.986021729
15-Mar-20,Packing Line 10,2nd,0.985845413
16-Mar-20,Packing Line 10,2nd,0.997145615
17-Mar-20,Packing Line 10,2nd,0.986303329
19-Mar-20,Packing Line 10,2nd,0.992443237
20-Mar-20,Packing Line 10,2nd,0.99265213
21-Mar-20,Packing Line 10,2nd,0.991753235
22-Mar-20,Packing Line 10,2nd,0.499852257
23-Mar-20,Packing Line 10,2nd,0.999213257
24-Mar-20,Packing Line 10,2nd,0.995967216
25-Mar-20,Packing Line 10,2nd,0.998500366
26-Mar-20,Packing Line 10,2nd,0.992279053
27-Mar-20,Packing Line 10,2nd,0.998373184
28-Mar-20,Packing Line 10,2nd,0.99713829
29-Mar-20,Packing Line 10,2nd,0.998950653
30-Mar-20,Packing Line 10,2nd,1
31-Mar-20,Packing Line 10,2nd,1
1-Apr-20,Packing Line 10,2nd,1
2-Apr-20,Packing Line 10,2nd,1
3-Apr-20,Packing Line 10,2nd,1
6-Apr-20,Packing Line 10,2nd,1
7-Apr-20,Packing Line 10,2nd,1
8-Apr-20,Packing Line 10,2nd,1
2-Jan-20,Packing Line 10,1st,0.974099731
3-Jan-20,Packing Line 10,1st,0.951377716
4-Jan-20,Packing Line 10,1st,0.979860992
5-Jan-20,Packing Line 10,1st,0
6-Jan-20,Packing Line 10,1st,0.480800438
7-Jan-20,Packing Line 10,1st,0.96188179
8-Jan-20,Packing Line 10,1st,0.991767197
9-Jan-20,Packing Line 10,1st,0.99421257
11-Jan-20,Packing Line 10,1st,0.994962234
13-Jan-20,Packing Line 10,1st,0.98964859
14-Jan-20,Packing Line 10,1st,0.973521652
15-Jan-20,Packing Line 10,1st,0
16-Jan-20,Packing Line 10,1st,0.923886948
17-Jan-20,Packing Line 10,1st,0.93732399
20-Jan-20,Packing Line 10,1st,0.953515854
21-Jan-20,Packing Line 10,1st,0.985505905
22-Jan-20,Packing Line 10,1st,0.94645462
23-Jan-20,Packing Line 10,1st,0.991577377
24-Jan-20,Packing Line 10,1st,0.958229446
27-Jan-20,Packing Line 10,1st,0.975085068
28-Jan-20,Packing Line 10,1st,0.960388031
30-Jan-20,Packing Line 10,1st,0.948231125
31-Jan-20,Packing Line 10,1st,0.953689957
2-Feb-20,Packing Line 10,1st,0.990212097
4-Feb-20,Packing Line 10,1st,0.974300919
5-Feb-20,Packing Line 10,1st,0
7-Feb-20,Packing Line 10,1st,0.954244385
10-Feb-20,Packing Line 10,1st,0.957077637
11-Feb-20,Packing Line 10,1st,0.962715759
13-Feb-20,Packing Line 10,1st,0.96642334
14-Feb-20,Packing Line 10,1st,0.971859055
17-Feb-20,Packing Line 10,1st,0.982661133
18-Feb-20,Packing Line 10,1st,0.966658401
19-Feb-20,Packing Line 10,1st,0.984391251
20-Feb-20,Packing Line 10,1st,0.981109924
21-Feb-20,Packing Line 10,1st,0.986673889
25-Feb-20,Packing Line 10,1st,0.980310593
26-Feb-20,Packing Line 10,1st,0.963861923
27-Feb-20,Packing Line 10,1st,0.98994812
28-Feb-20,Packing Line 10,1st,0.981608429
29-Feb-20,Packing Line 10,1st,0.993132362
2-Mar-20,Packing Line 10,1st,0.98586731
3-Mar-20,Packing Line 10,1st,0.976995468
4-Mar-20,Packing Line 10,1st,0.967803574
5-Mar-20,Packing Line 10,1st,0.98051178
6-Mar-20,Packing Line 10,1st,0.996849823
8-Mar-20,Packing Line 10,1st,0.965485916
9-Mar-20,Packing Line 10,1st,0.9892939
10-Mar-20,Packing Line 10,1st,0.976391068
11-Mar-20,Packing Line 10,1st,0.980361557
12-Mar-20,Packing Line 10,1st,0.977531281
13-Mar-20,Packing Line 10,1st,0.962902756
14-Mar-20,Packing Line 10,1st,0.966349945
15-Mar-20,Packing Line 10,1st,0.994717102
16-Mar-20,Packing Line 10,1st,0.999232903
17-Mar-20,Packing Line 10,1st,0.988559799
18-Mar-20,Packing Line 10,1st,0.991183395
19-Mar-20,Packing Line 10,1st,0.996044312
20-Mar-20,Packing Line 10,1st,0.999398232
21-Mar-20,Packing Line 10,1st,0.995103251
22-Mar-20,Packing Line 10,1st,0.999485168
23-Mar-20,Packing Line 10,1st,0.999816742
24-Mar-20,Packing Line 10,1st,0.999392624
25-Mar-20,Packing Line 10,1st,0.999238968
26-Mar-20,Packing Line 10,1st,0.999194463
27-Mar-20,Packing Line 10,1st,0.998489189
28-Mar-20,Packing Line 10,1st,0.998203011
29-Mar-20,Packing Line 10,1st,0.999702072
31-Mar-20,Packing Line 10,1st,1
1-Apr-20,Packing Line 10,1st,1
2-Apr-20,Packing Line 10,1st,1
3-Apr-20,Packing Line 10,1st,1
6-Apr-20,Packing Line 10,1st,1
7-Apr-20,Packing Line 10,1st,1
9-Apr-20,Packing Line 10,1st,1
2-Jan-20,Packing Line 11,3rd,0.999651737
3-Jan-20,Packing Line 11,3rd,0.997110214
4-Jan-20,Packing Line 11,3rd,1
6-Jan-20,Packing Line 11,3rd,0.997706432
7-Jan-20,Packing Line 11,3rd,0.998261318
8-Jan-20,Packing Line 11,3rd,0.748396626
9-Jan-20,Packing Line 11,3rd,0.999435883
10-Jan-20,Packing Line 11,3rd,0.999283218
13-Jan-20,Packing Line 11,3rd,0.993259201
14-Jan-20,Packing Line 11,3rd,0.998729248
