Day of Start Time,Location Name,Shift Name,Avg. Availability
11-Mar-20,Packing Line 08,2nd,1
12-Mar-20,Packing Line 08,2nd,1
13-Mar-20,Packing Line 08,2nd,1
14-Mar-20,Packing Line 08,2nd,1
15-Mar-20,Packing Line 08,2nd,0.77005621
16-Mar-20,Packing Line 08,2nd,1
17-Mar-20,Packing Line 08,2nd,1
18-Mar-20,Packing Line 08,2nd,0.967303085
19-Mar-20,Packing Line 08,2nd,1
21-Mar-20,Packing Line 08,2nd,0.995575256
22-Mar-20,Packing Line 08,2nd,0.889905586
23-Mar-20,Packing Line 08,2nd,1
24-Mar-20,Packing Line 08,2nd,0.979217453
25-Mar-20,Packing Line 08,2nd,1
26-Mar-20,Packing Line 08,2nd,0.86162941
27-Mar-20,Packing Line 08,2nd,0.965171661
28-Mar-20,Packing Line 08,2nd,0.985765076
30-Mar-20,Packing Line 08,2nd,1
31-Mar-20,Packing Line 08,2nd,1
2-Apr-20,Packing Line 08,2nd,1
3-Apr-20,Packing Line 08,2nd,0.99948822
6-Apr-20,Packing Line 08,2nd,1
7-Apr-20,Packing Line 08,2nd,0.994762115
8-Apr-20,Packing Line 08,2nd,0.998485336
9-Apr-20,Packing Line 08,2nd,1
10-Apr-20,Packing Line 08,2nd,0.999601593
2-Jan-20,Packing Line 08,1st,0.855894165
3-Jan-20,Packing Line 08,1st,1
4-Jan-20,Packing Line 08,1st,1
6-Jan-20,Packing Line 08,1st,1
7-Jan-20,Packing Line 08,1st,1
8-Jan-20,Packing Line 08,1st,0.990303879
9-Jan-20,Packing Line 08,1st,1
10-Jan-20,Packing Line 08,1st,0.986406479
11-Jan-20,Packing Line 08,1st,1
13-Jan-20,Packing Line 08,1st,1
14-Jan-20,Packing Line 08,1st,0.957458649
15-Jan-20,Packing Line 08,1st,0.991154175
16-Jan-20,Packing Line 08,1st,0.989358826
17-Jan-20,Packing Line 08,1st,0.995676804
18-Jan-20,Packing Line 08,1st,0.974001274
20-Jan-20,Packing Line 08,1st,0.692218933
21-Jan-20,Packing Line 08,1st,1
22-Jan-20,Packing Line 08,1st,0.986666718
23-Jan-20,Packing Line 08,1st,1
24-Jan-20,Packing Line 08,1st,0.995924873
27-Jan-20,Packing Line 08,1st,0.95895668
28-Jan-20,Packing Line 08,1st,0.965568924
29-Jan-20,Packing Line 08,1st,0.967332993
30-Jan-20,Packing Line 08,1st,0.989130402
31-Jan-20,Packing Line 08,1st,0.997325134
2-Feb-20,Packing Line 08,1st,0.982519836
4-Feb-20,Packing Line 08,1st,0.999623413
5-Feb-20,Packing Line 08,1st,0.971394272
6-Feb-20,Packing Line 08,1st,1
7-Feb-20,Packing Line 08,1st,0.188169384
10-Feb-20,Packing Line 08,1st,0.998332977
11-Feb-20,Packing Line 08,1st,0.987338638
12-Feb-20,Packing Line 08,1st,0.999799042
13-Feb-20,Packing Line 08,1st,1
14-Feb-20,Packing Line 08,1st,0.992363739
17-Feb-20,Packing Line 08,1st,0.975193939
18-Feb-20,Packing Line 08,1st,0.994883499
19-Feb-20,Packing Line 08,1st,1
20-Feb-20,Packing Line 08,1st,0.993239975
21-Feb-20,Packing Line 08,1st,0.991429901
24-Feb-20,Packing Line 08,1st,0.981806793
25-Feb-20,Packing Line 08,1st,0.991805344
26-Feb-20,Packing Line 08,1st,0.949916153
27-Feb-20,Packing Line 08,1st,0.969268799
28-Feb-20,Packing Line 08,1st,1
29-Feb-20,Packing Line 08,1st,0.999029007
2-Mar-20,Packing Line 08,1st,0.999810257
3-Mar-20,Packing Line 08,1st,0.994386826
4-Mar-20,Packing Line 08,1st,1
5-Mar-20,Packing Line 08,1st,0.976764526
6-Mar-20,Packing Line 08,1st,0.990188522
7-Mar-20,Packing Line 08,1st,1
8-Mar-20,Packing Line 08,1st,0.992496872
9-Mar-20,Packing Line 08,1st,1
10-Mar-20,Packing Line 08,1st,1
11-Mar-20,Packing Line 08,1st,0.983268509
12-Mar-20,Packing Line 08,1st,0.998182602
13-Mar-20,Packing Line 08,1st,0.997418137
14-Mar-20,Packing Line 08,1st,1
15-Mar-20,Packing Line 08,1st,0.999841843
16-Mar-20,Packing Line 08,1st,1
17-Mar-20,Packing Line 08,1st,0.999479599
18-Mar-20,Packing Line 08,1st,1
19-Mar-20,Packing Line 08,1st,0.991482468
20-Mar-20,Packing Line 08,1st,0.993973122
21-Mar-20,Packing Line 08,1st,1
22-Mar-20,Packing Line 08,1st,1
23-Mar-20,Packing Line 08,1st,0.986248207
24-Mar-20,Packing Line 08,1st,0.984497948
25-Mar-20,Packing Line 08,1st,0.978155327
26-Mar-20,Packing Line 08,1st,0.931635857
27-Mar-20,Packing Line 08,1st,1
28-Mar-20,Packing Line 08,1st,1
29-Mar-20,Packing Line 08,1st,1
30-Mar-20,Packing Line 08,1st,0.891280708
31-Mar-20,Packing Line 08,1st,1
1-Apr-20,Packing Line 08,1st,0.995837746
2-Apr-20,Packing Line 08,1st,1
3-Apr-20,Packing Line 08,1st,1
6-Apr-20,Packing Line 08,1st,1
7-Apr-20,Packing Line 08,1st,1
8-Apr-20,Packing Line 08,1st,0.972826385
9-Apr-20,Packing Line 08,1st,1
10-Apr-20,Packing Line 08,1st,0.988210093
2-Jan-20,Packing Line 09,3rd,1
3-Jan-20,Packing Line 09,3rd,0.854593201
4-Jan-20,Packing Line 09,3rd,0.870169144
6-Jan-20,Packing Line 09,3rd,0.846929131
7-Jan-20,Packing Line 09,3rd,0.949502182
8-Jan-20,Packing Line 09,3rd,0.918610992
9-Jan-20,Packing Line 09,3rd,0.934798355
10-Jan-20,Packing Line 09,3rd,0.934492111
11-Jan-20,Packing Line 09,3rd,0.976542358
13-Jan-20,Packing Line 09,3rd,0.876348495
14-Jan-20,Packing Line 09,3rd,0.984682541
15-Jan-20,Packing Line 09,3rd,0.928698502
16-Jan-20,Packing Line 09,3rd,0.988777542
17-Jan-20,Packing Line 09,3rd,0.88701416
18-Jan-20,Packing Line 09,3rd,0.951964722
20-Jan-20,Packing Line 09,3rd,0.924992523
21-Jan-20,Packing Line 09,3rd,0.929571915
22-Jan-20,Packing Line 09,3rd,0.94484127
23-Jan-20,Packing Line 09,3rd,0.914435883
24-Jan-20,Packing Line 09,3rd,0.928109436
27-Jan-20,Packing Line 09,3rd,0.851999435
28-Jan-20,Packing Line 09,3rd,0.559097939
29-Jan-20,Packing Line 09,3rd,1
30-Jan-20,Packing Line 09,3rd,0.931942673
31-Jan-20,Packing Line 09,3rd,0.959167023
1-Feb-20,Packing Line 09,3rd,0.987079849
3-Feb-20,Packing Line 09,3rd,0.967486725
4-Feb-20,Packing Line 09,3rd,0.922260933
5-Feb-20,Packing Line 09,3rd,0.947314034
6-Feb-20,Packing Line 09,3rd,0.968340187
7-Feb-20,Packing Line 09,3rd,0.968963394
10-Feb-20,Packing Line 09,3rd,0.960680771
11-Feb-20,Packing Line 09,3rd,0.938192749
12-Feb-20,Packing Line 09,3rd,0.929358521
13-Feb-20,Packing Line 09,3rd,0.941093597
14-Feb-20,Packing Line 09,3rd,0.568428523
16-Feb-20,Packing Line 09,3rd,0.951461639
17-Feb-20,Packing Line 09,3rd,0.951556931
18-Feb-20,Packing Line 09,3rd,0.981710281
19-Feb-20,Packing Line 09,3rd,1
20-Feb-20,Packing Line 09,3rd,1
21-Feb-20,Packing Line 09,3rd,0.984910469
23-Feb-20,Packing Line 09,3rd,0.649469454
24-Feb-20,Packing Line 09,3rd,0.826131058
25-Feb-20,Packing Line 09,3rd,0.562196121
26-Feb-20,Packing Line 09,3rd,0.953483887
27-Feb-20,Packing Line 09,3rd,0.980769196
28-Feb-20,Packing Line 09,3rd,0.671387196
29-Feb-20,Packing Line 09,3rd,0.993050003
2-Mar-20,Packing Line 09,3rd,0.963591309
3-Mar-20,Packing Line 09,3rd,0.853752708
4-Mar-20,Packing Line 09,3rd,0.950569763
5-Mar-20,Packing Line 09,3rd,0.741368179
6-Mar-20,Packing Line 09,3rd,0.9025737
7-Mar-20,Packing Line 09,3rd,0.964498444
8-Mar-20,Packing Line 09,3rd,0.903245316
9-Mar-20,Packing Line 09,3rd,0.899079056
10-Mar-20,Packing Line 09,3rd,0.879301529
11-Mar-20,Packing Line 09,3rd,0.776740265
12-Mar-20,Packing Line 09,3rd,0.918290939
13-Mar-20,Packing Line 09,3rd,0.784131889
14-Mar-20,Packing Line 09,3rd,0.892397842
15-Mar-20,Packing Line 09,3rd,0.902624512
16-Mar-20,Packing Line 09,3rd,0.807670822
17-Mar-20,Packing Line 09,3rd,1
18-Mar-20,Packing Line 09,3rd,0.5
19-Mar-20,Packing Line 09,3rd,0.942375031
20-Mar-20,Packing Line 09,3rd,0.882601776
21-Mar-20,Packing Line 09,3rd,0.999522018
22-Mar-20,Packing Line 09,3rd,0.891387405
23-Mar-20,Packing Line 09,3rd,1
24-Mar-20,Packing Line 09,3rd,0.997148743
25-Mar-20,Packing Line 09,3rd,1
26-Mar-20,Packing Line 09,3rd,0.993331757
27-Mar-20,Packing Line 09,3rd,0.317285328
28-Mar-20,Packing Line 09,3rd,0.99704567
29-Mar-20,Packing Line 09,3rd,0.999572449
30-Mar-20,Packing Line 09,3rd,0.425815506
1-Apr-20,Packing Line 09,3rd,0.994926147
2-Apr-20,Packing Line 09,3rd,0.983476334
3-Apr-20,Packing Line 09,3rd,0.991316681
6-Apr-20,Packing Line 09,3rd,0.802752666
7-Apr-20,Packing Line 09,3rd,0.939474564
8-Apr-20,Packing Line 09,3rd,0.940655899
9-Apr-20,Packing Line 09,3rd,0.889085159
2-Jan-20,Packing Line 09,2nd,0.885501175
3-Jan-20,Packing Line 09,2nd,0.801389694
4-Jan-20,Packing Line 09,2nd,0.874959488
6-Jan-20,Packing Line 09,2nd,0.838357773
7-Jan-20,Packing Line 09,2nd,0.933451691
8-Jan-20,Packing Line 09,2nd,0.958960419
9-Jan-20,Packing Line 09,2nd,0.96494812
10-Jan-20,Packing Line 09,2nd,0.994220581
11-Jan-20,Packing Line 09,2nd,0.884801483
13-Jan-20,Packing Line 09,2nd,0.96056839
14-Jan-20,Packing Line 09,2nd,0.95432869
15-Jan-20,Packing Line 09,2nd,0.931268082
16-Jan-20,Packing Line 09,2nd,1
17-Jan-20,Packing Line 09,2nd,0.955901108
18-Jan-20,Packing Line 09,2nd,0.983119049
20-Jan-20,Packing Line 09,2nd,0.982105637
21-Jan-20,Packing Line 09,2nd,1
22-Jan-20,Packing Line 09,2nd,0.924608917
23-Jan-20,Packing Line 09,2nd,0.96280838
24-Jan-20,Packing Line 09,2nd,1
27-Jan-20,Packing Line 09,2nd,0.933565598
28-Jan-20,Packing Line 09,2nd,0.909999809
29-Jan-20,Packing Line 09,2nd,1
30-Jan-20,Packing Line 09,2nd,0.998648186
31-Jan-20,Packing Line 09,2nd,0.970934181
3-Feb-20,Packing Line 09,2nd,0.998176346
4-Feb-20,Packing Line 09,2nd,1
5-Feb-20,Packing Line 09,2nd,0.997151031
6-Feb-20,Packing Line 09,2nd,0.990750275
7-Feb-20,Packing Line 09,2nd,1
10-Feb-20,Packing Line 09,2nd,0.956697006
11-Feb-20,Packing Line 09,2nd,0.882559967
12-Feb-20,Packing Line 09,2nd,0.996154404
13-Feb-20,Packing Line 09,2nd,0.867922859
14-Feb-20,Packing Line 09,2nd,0.981624107
17-Feb-20,Packing Line 09,2nd,0.998189545
18-Feb-20,Packing Line 09,2nd,1
19-Feb-20,Packing Line 09,2nd,0.993518982
20-Feb-20,Packing Line 09,2nd,1
21-Feb-20,Packing Line 09,2nd,0.987700195
24-Feb-20,Packing Line 09,2nd,0.962030563
25-Feb-20,Packing Line 09,2nd,1
26-Feb-20,Packing Line 09,2nd,0.892189751
27-Feb-20,Packing Line 09,2nd,0.986637497
28-Feb-20,Packing Line 09,2nd,0.998438644
29-Feb-20,Packing Line 09,2nd,1
2-Mar-20,Packing Line 09,2nd,0.979776192
3-Mar-20,Packing Line 09,2nd,0.993885193
4-Mar-20,Packing Line 09,2nd,0.987150269
5-Mar-20,Packing Line 09,2nd,1
6-Mar-20,Packing Line 09,2nd,1
7-Mar-20,Packing Line 09,2nd,0.656162669
8-Mar-20,Packing Line 09,2nd,1
9-Mar-20,Packing Line 09,2nd,1
10-Mar-20,Packing Line 09,2nd,0.974673843
11-Mar-20,Packing Line 09,2nd,0.843262329
12-Mar-20,Packing Line 09,2nd,0.977421188
13-Mar-20,Packing Line 09,2nd,0.823514786
14-Mar-20,Packing Line 09,2nd,0.991308365
15-Mar-20,Packing Line 09,2nd,0.992775269
16-Mar-20,Packing Line 09,2nd,1
17-Mar-20,Packing Line 09,2nd,1
18-Mar-20,Packing Line 09,2nd,1
19-Mar-20,Packing Line 09,2nd,0.971418076
20-Mar-20,Packing Line 09,2nd,1
21-Mar-20,Packing Line 09,2nd,0.983291931
22-Mar-20,Packing Line 09,2nd,1
23-Mar-20,Packing Line 09,2nd,1
24-Mar-20,Packing Line 09,2nd,1
25-Mar-20,Packing Line 09,2nd,0.991860657
26-Mar-20,Packing Line 09,2nd,0.991675262
27-Mar-20,Packing Line 09,2nd,1
28-Mar-20,Packing Line 09,2nd,1
29-Mar-20,Packing Line 09,2nd,0.963609161
30-Mar-20,Packing Line 09,2nd,1
31-Mar-20,Packing Line 09,2nd,1
1-Apr-20,Packing Line 09,2nd,1
2-Apr-20,Packing Line 09,2nd,1
3-Apr-20,Packing Line 09,2nd,0.997470627
6-Apr-20,Packing Line 09,2nd,0.995978622
7-Apr-20,Packing Line 09,2nd,1
8-Apr-20,Packing Line 09,2nd,0.998946228
9-Apr-20,Packing Line 09,2nd,1
10-Apr-20,Packing Line 09,2nd,0.99645504
2-Jan-20,Packing Line 09,1st,0.97991951
3-Jan-20,Packing Line 09,1st,0.985327148
4-Jan-20,Packing Line 09,1st,0.997974243
6-Jan-20,Packing Line 09,1st,0.996280289
7-Jan-20,Packing Line 09,1st,0.986535645
8-Jan-20,Packing Line 09,1st,0.916862411
9-Jan-20,Packing Line 09,1st,1
10-Jan-20,Packing Line 09,1st,0.98349472
11-Jan-20,Packing Line 09,1st,0.995855484
13-Jan-20,Packing Line 09,1st,0.987314987
14-Jan-20,Packing Line 09,1st,0.990868301
15-Jan-20,Packing Line 09,1st,0.989008942
16-Jan-20,Packing Line 09,1st,1
17-Jan-20,Packing Line 09,1st,1
18-Jan-20,Packing Line 09,1st,0.993039856
21-Jan-20,Packing Line 09,1st,0.983832245
22-Jan-20,Packing Line 09,1st,0.982399139
23-Jan-20,Packing Line 09,1st,0.975521393
24-Jan-20,Packing Line 09,1st,0.995244064
27-Jan-20,Packing Line 09,1st,0.964094849
28-Jan-20,Packing Line 09,1st,0.989194565
29-Jan-20,Packing Line 09,1st,1
30-Jan-20,Packing Line 09,1st,1
31-Jan-20,Packing Line 09,1st,0.987671585
2-Feb-20,Packing Line 09,1st,0.333333333
3-Feb-20,Packing Line 09,1st,0.982394333
4-Feb-20,Packing Line 09,1st,0.998540726
5-Feb-20,Packing Line 09,1st,0.999529037
6-Feb-20,Packing Line 09,1st,0.997260742
7-Feb-20,Packing Line 09,1st,0.999861603
10-Feb-20,Packing Line 09,1st,0.992159576
11-Feb-20,Packing Line 09,1st,0.999054184
12-Feb-20,Packing Line 09,1st,1
13-Feb-20,Packing Line 09,1st,1
14-Feb-20,Packing Line 09,1st,0.99733223
17-Feb-20,Packing Line 09,1st,0.98783371
18-Feb-20,Packing Line 09,1st,0.995942612
19-Feb-20,Packing Line 09,1st,1
20-Feb-20,Packing Line 09,1st,0.987556305
21-Feb-20,Packing Line 09,1st,0.999208984
22-Feb-20,Packing Line 09,1st,1
24-Feb-20,Packing Line 09,1st,1
25-Feb-20,Packing Line 09,1st,0.975692139
26-Feb-20,Packing Line 09,1st,0.982928314
27-Feb-20,Packing Line 09,1st,0.986741867
28-Feb-20,Packing Line 09,1st,1
29-Feb-20,Packing Line 09,1st,0.984477921
2-Mar-20,Packing Line 09,1st,0.999341812
3-Mar-20,Packing Line 09,1st,1
4-Mar-20,Packing Line 09,1st,1
5-Mar-20,Packing Line 09,1st,1
6-Mar-20,Packing Line 09,1st,0.990421219
7-Mar-20,Packing Line 09,1st,0.986781158
8-Mar-20,Packing Line 09,1st,0.997566605
9-Mar-20,Packing Line 09,1st,1
10-Mar-20,Packing Line 09,1st,0.9926931
11-Mar-20,Packing Line 09,1st,0.989248581
12-Mar-20,Packing Line 09,1st,1
13-Mar-20,Packing Line 09,1st,0.981128769
14-Mar-20,Packing Line 09,1st,0.955262222
15-Mar-20,Packing Line 09,1st,0.987122116
16-Mar-20,Packing Line 09,1st,0.952311249
17-Mar-20,Packing Line 09,1st,0.732838917
18-Mar-20,Packing Line 09,1st,0.999596748
19-Mar-20,Packing Line 09,1st,0.997476578
20-Mar-20,Packing Line 09,1st,0.972764359
21-Mar-20,Packing Line 09,1st,0.8738834
22-Mar-20,Packing Line 09,1st,0.69989563
23-Mar-20,Packing Line 09,1st,0.947607384
24-Mar-20,Packing Line 09,1st,0.98944767
25-Mar-20,Packing Line 09,1st,1
26-Mar-20,Packing Line 09,1st,0.992054214
27-Mar-20,Packing Line 09,1st,0.956720963
28-Mar-20,Packing Line 09,1st,0.988760681
29-Mar-20,Packing Line 09,1st,0.95460228
30-Mar-20,Packing Line 09,1st,0.991687164
31-Mar-20,Packing Line 09,1st,0.94787323
1-Apr-20,Packing Line 09,1st,0.981819344
2-Apr-20,Packing Line 09,1st,0.90820755
3-Apr-20,Packing Line 09,1st,0.92270195
6-Apr-20,Packing Line 09,1st,0.991741333
7-Apr-20,Packing Line 09,1st,0.995745087
8-Apr-20,Packing Line 09,1st,0.988590622
9-Apr-20,Packing Line 09,1st,0.990944824
10-Apr-20,Packing Line 09,1st,1
2-Jan-20,Packing Line 10,3rd,0.708886642
3-Jan-20,Packing Line 10,3rd,0.965909042
6-Jan-20,Packing Line 10,3rd,0.773461685
7-Jan-20,Packing Line 10,3rd,0.77754364
8-Jan-20,Packing Line 10,3rd,0.644351018
10-Jan-20,Packing Line 10,3rd,0.949181671
11-Jan-20,Packing Line 10,3rd,0.849659119
13-Jan-20,Packing Line 10,3rd,0.630597343
15-Jan-20,Packing Line 10,3rd,0.764247971
16-Jan-20,Packing Line 10,3rd,0.695872574
17-Jan-20,Packing Line 10,3rd,0.761746063
18-Jan-20,Packing Line 10,3rd,0.864731903
20-Jan-20,Packing Line 10,3rd,0.90878624
21-Jan-20,Packing Line 10,3rd,0.727509232
22-Jan-20,Packing Line 10,3rd,0.751961365
23-Jan-20,Packing Line 10,3rd,0.76938179
24-Jan-20,Packing Line 10,3rd,0.81309288
27-Jan-20,Packing Line 10,3rd,0.842208176
28-Jan-20,Packing Line 10,3rd,0.886462212
29-Jan-20,Packing Line 10,3rd,0.858183517
30-Jan-20,Packing Line 10,3rd,0.812481918
31-Jan-20,Packing Line 10,3rd,0.777064667
3-Feb-20,Packing Line 10,3rd,0.877243195
4-Feb-20,Packing Line 10,3rd,0.745005188
6-Feb-20,Packing Line 10,3rd,0.838216782
7-Feb-20,Packing Line 10,3rd,0.204018059
10-Feb-20,Packing Line 10,3rd,0.638729095
11-Feb-20,Packing Line 10,3rd,0.596552315
13-Feb-20,Packing Line 10,3rd,0.567092896
14-Feb-20,Packing Line 10,3rd,0.920581436
17-Feb-20,Packing Line 10,3rd,0.72731163
18-Feb-20,Packing Line 10,3rd,0.551992588
19-Feb-20,Packing Line 10,3rd,0.686920433
20-Feb-20,Packing Line 10,3rd,0.492887497
24-Feb-20,Packing Line 10,3rd,0.826625137
25-Feb-20,Packing Line 10,3rd,0.926823349
26-Feb-20,Packing Line 10,3rd,0.933859558
28-Feb-20,Packing Line 10,3rd,0.842206116
29-Feb-20,Packing Line 10,3rd,0.702675934
2-Mar-20,Packing Line 10,3rd,0.708661423
3-Mar-20,Packing Line 10,3rd,0.832721252
4-Mar-20,Packing Line 10,3rd,1
5-Mar-20,Packing Line 10,3rd,0.684363327
6-Mar-20,Packing Line 10,3rd,0.624050751
7-Mar-20,Packing Line 10,3rd,0.604114532
8-Mar-20,Packing Line 10,3rd,0.736196365
9-Mar-20,Packing Line 10,3rd,0.487306442
10-Mar-20,Packing Line 10,3rd,0.987170181
11-Mar-20,Packing Line 10,3rd,0.626647415
12-Mar-20,Packing Line 10,3rd,0.567453613
13-Mar-20,Packing Line 10,3rd,0.886391411
14-Mar-20,Packing Line 10,3rd,0.914348679
16-Mar-20,Packing Line 10,3rd,0.821268997
17-Mar-20,Packing Line 10,3rd,0.715156097
18-Mar-20,Packing Line 10,3rd,0.682833405
19-Mar-20,Packing Line 10,3rd,0.861637344
20-Mar-20,Packing Line 10,3rd,1
21-Mar-20,Packing Line 10,3rd,0.917571945
22-Mar-20,Packing Line 10,3rd,0.757152863
23-Mar-20,Packing Line 10,3rd,0.972437286
24-Mar-20,Packing Line 10,3rd,0.549947319
25-Mar-20,Packing Line 10,3rd,0.786443787
26-Mar-20,Packing Line 10,3rd,0.774293671
27-Mar-20,Packing Line 10,3rd,0.997555428
28-Mar-20,Packing Line 10,3rd,1
30-Mar-20,Packing Line 10,3rd,0.8812957
31-Mar-20,Packing Line 10,3rd,0.859322586
1-Apr-20,Packing Line 10,3rd,0.840388031
2-Apr-20,Packing Line 10,3rd,0.892437668
3-Apr-20,Packing Line 10,3rd,1
6-Apr-20,Packing Line 10,3rd,0.9375
8-Apr-20,Packing Line 10,3rd,0
2-Jan-20,Packing Line 10,2nd,0.788551407
3-Jan-20,Packing Line 10,2nd,0.779594345
4-Jan-20,Packing Line 10,2nd,1
6-Jan-20,Packing Line 10,2nd,0.946104393
7-Jan-20,Packing Line 10,2nd,0.968068085
8-Jan-20,Packing Line 10,2nd,0.961188558
10-Jan-20,Packing Line 10,2nd,1
13-Jan-20,Packing Line 10,2nd,0.518582535
14-Jan-20,Packing Line 10,2nd,0.898677979
15-Jan-20,Packing Line 10,2nd,0.993171921
16-Jan-20,Packing Line 10,2nd,0.846592026
17-Jan-20,Packing Line 10,2nd,1
18-Jan-20,Packing Line 10,2nd,0.485722694
20-Jan-20,Packing Line 10,2nd,0.938561211
21-Jan-20,Packing Line 10,2nd,0.742647877
23-Jan-20,Packing Line 10,2nd,0.949619484
24-Jan-20,Packing Line 10,2nd,0.523475227
27-Jan-20,Packing Line 10,2nd,0.968527069
28-Jan-20,Packing Line 10,2nd,0.846040802
29-Jan-20,Packing Line 10,2nd,0.591597376
31-Jan-20,Packing Line 10,2nd,0.851048279
3-Feb-20,Packing Line 10,2nd,0.89557724
4-Feb-20,Packing Line 10,2nd,0.95610611
6-Feb-20,Packing Line 10,2nd,0.961661758
7-Feb-20,Packing Line 10,2nd,0.939929276
10-Feb-20,Packing Line 10,2nd,0.409525261
11-Feb-20,Packing Line 10,2nd,0.801971512
12-Feb-20,Packing Line 10,2nd,0.183520279
13-Feb-20,Packing Line 10,2nd,0.820284958
14-Feb-20,Packing Line 10,2nd,0.721605148
17-Feb-20,Packing Line 10,2nd,0.70693718
18-Feb-20,Packing Line 10,2nd,0.700786819
19-Feb-20,Packing Line 10,2nd,0.72978302
20-Feb-20,Packing Line 10,2nd,0.760612335
21-Feb-20,Packing Line 10,2nd,0.602409668
24-Feb-20,Packing Line 10,2nd,0.886361618
25-Feb-20,Packing Line 10,2nd,0.652599487
26-Feb-20,Packing Line 10,2nd,0.759804687
27-Feb-20,Packing Line 10,2nd,0.78272934
28-Feb-20,Packing Line 10,2nd,0.742267685
29-Feb-20,Packing Line 10,2nd,0.834651718
2-Mar-20,Packing Line 10,2nd,0.96486702
3-Mar-20,Packing Line 10,2nd,0.940810089
4-Mar-20,Packing Line 10,2nd,0.908436584
5-Mar-20,Packing Line 10,2nd,0.684020863
6-Mar-20,Packing Line 10,2nd,0.999583702
7-Mar-20,Packing Line 10,2nd,0.927846375
8-Mar-20,Packing Line 10,2nd,0.971050873
9-Mar-20,Packing Line 10,2nd,0.932805748
10-Mar-20,Packing Line 10,2nd,0.90061264
11-Mar-20,Packing Line 10,2nd,0.756410637
12-Mar-20,Packing Line 10,2nd,0.844205704
13-Mar-20,Packing Line 10,2nd,0.861273003
14-Mar-20,Packing Line 10,2nd,0.875151749
15-Mar-20,Packing Line 10,2nd,0.906024551
16-Mar-20,Packing Line 10,2nd,0.753654099
17-Mar-20,Packing Line 10,2nd,0.647514191
19-Mar-20,Packing Line 10,2nd,0.964004059
20-Mar-20,Packing Line 10,2nd,0.693700981
21-Mar-20,Packing Line 10,2nd,0.902852974
22-Mar-20,Packing Line 10,2nd,0.393494225
23-Mar-20,Packing Line 10,2nd,0.899355927
24-Mar-20,Packing Line 10,2nd,0.820242691
25-Mar-20,Packing Line 10,2nd,0.963072357
26-Mar-20,Packing Line 10,2nd,0.829797821
27-Mar-20,Packing Line 10,2nd,0.999649048
28-Mar-20,Packing Line 10,2nd,0.93784996
29-Mar-20,Packing Line 10,2nd,0.965574722
30-Mar-20,Packing Line 10,2nd,0.983274841
31-Mar-20,Packing Line 10,2nd,0.889194412
1-Apr-20,Packing Line 10,2nd,1
2-Apr-20,Packing Line 10,2nd,0.968785782
3-Apr-20,Packing Line 10,2nd,0.895811462
6-Apr-20,Packing Line 10,2nd,0.942732849
7-Apr-20,Packing Line 10,2nd,0.937434845
8-Apr-20,Packing Line 10,2nd,1
2-Jan-20,Packing Line 10,1st,0.773407822
3-Jan-20,Packing Line 10,1st,0.930089493
4-Jan-20,Packing Line 10,1st,0.858135147
5-Jan-20,Packing Line 10,1st,0
6-Jan-20,Packing Line 10,1st,0.423654022
7-Jan-20,Packing Line 10,1st,0.782292252
8-Jan-20,Packing Line 10,1st,0.977048492
9-Jan-20,Packing Line 10,1st,0.897875824
11-Jan-20,Packing Line 10,1st,0.886706924
13-Jan-20,Packing Line 10,1st,0.975348015
14-Jan-20,Packing Line 10,1st,0.919441071
15-Jan-20,Packing Line 10,1st,1
16-Jan-20,Packing Line 10,1st,0.886247025
17-Jan-20,Packing Line 10,1st,0.973497849
20-Jan-20,Packing Line 10,1st,0.983932343
21-Jan-20,Packing Line 10,1st,0.987798462
22-Jan-20,Packing Line 10,1st,1
23-Jan-20,Packing Line 10,1st,0.902814331
24-Jan-20,Packing Line 10,1st,0.960736389
27-Jan-20,Packing Line 10,1st,0.859234238
28-Jan-20,Packing Line 10,1st,0.921173248
30-Jan-20,Packing Line 10,1st,0.775491104
31-Jan-20,Packing Line 10,1st,0.858570175
2-Feb-20,Packing Line 10,1st,1
4-Feb-20,Packing Line 10,1st,0.952858467
5-Feb-20,Packing Line 10,1st,1
7-Feb-20,Packing Line 10,1st,0.750521164
10-Feb-20,Packing Line 10,1st,0.494794846
11-Feb-20,Packing Line 10,1st,0.901055412
13-Feb-20,Packing Line 10,1st,0.799554596
14-Feb-20,Packing Line 10,1st,0.95832756
17-Feb-20,Packing Line 10,1st,0.92
18-Feb-20,Packing Line 10,1st,0.957428894
19-Feb-20,Packing Line 10,1st,0.982320251
20-Feb-20,Packing Line 10,1st,0.960720749
21-Feb-20,Packing Line 10,1st,0.966295929
25-Feb-20,Packing Line 10,1st,0.973394775
26-Feb-20,Packing Line 10,1st,0.957671356
27-Feb-20,Packing Line 10,1st,0.878969345
28-Feb-20,Packing Line 10,1st,0.865482178
29-Feb-20,Packing Line 10,1st,0.974734726
2-Mar-20,Packing Line 10,1st,0.95114006
3-Mar-20,Packing Line 10,1st,0.647414551
4-Mar-20,Packing Line 10,1st,0.81174942
5-Mar-20,Packing Line 10,1st,0.602505875
6-Mar-20,Packing Line 10,1st,0.930660324
8-Mar-20,Packing Line 10,1st,0.893907242
9-Mar-20,Packing Line 10,1st,0.985173187
10-Mar-20,Packing Line 10,1st,0.880414276
11-Mar-20,Packing Line 10,1st,0.866133957
12-Mar-20,Packing Line 10,1st,0.78747345
